text_clean,english,sentiment
ajar kasih nabi penuh cinta kasih keburu saudara hina tuhan sembah,teach the love of the Prophet full of love for the humble brothers of God,1
suka pribadi muslim nasrani saudara hidup negara damping hadis barang sakit zinmi non muslim hidup damping sakit ku muhammad hina muslim sakit mu hadis hati hati coba tengkar umat muslim,"likes the Christians of Christianity, you live in the country, the Hadith of the Non -Muslim Non -Muslim Zinmi Hadith lives.",1
israel yahudi,Jewish Israel,0
hamas biang kerok perang,Hamas Biang Kerok War,0
tipe pikir sudahh darah daging bawa lahir,the type of thought has been born,0
tonton gih,Watch Gih,0
tanah air maksut aduh,the homeland is sorry,-1
patok komplain alkitab isi agama kristen alir otak ganti sesuai isi asli saudara baca kitab asli bahasa kasar salin ganti suka otak saudara muslim kristen agama cela alkitab asli agama ajar isi alkitab ajar asih utama nasarani tonton khotbah ustad ajak muslim benci hina pikir muslim puji tuhan ustad bijak ajar asih gantung dengar simak salah,Bible complaint stakes Contents of Christianity Flour Brain Change according to the original contents of you read the original book of Rough Language Salin Change the Brain of Muslim Christian Religion Religious Religious Bible Original Religion Teaching Bible Teaching Main Teaching Main NEWAH Watch Ustad Sermon Invite Muslims Hate Muslim Thinking Muslim Praise God Ustad Wise teach asih hanging listening to see wrong,1
dengar saudara tipe manusia peduli sembah manusia cela agama mu celah hina agama ajar batin batin hina mati,"Listen to the type of human type cares of human worship, your religion has the Hina Hina Gaps in the Inner Inner Teaching Hina Dead",-1
saudara mu bilang beda salah sinkron tolak,Your brother said that it was different in the wrong synchronism,-1
kakak percaya allah cipta dunia isi,Brother believes God Creating the World of Content,0
allah,Allah,0
fakta hidup gaselamanya sesuai pikir,the facts of the gases according to thinking,0
teroris israel laknattulloh,Israeli terrorist laknattulloh,0
hancur israel,Destroyed Israel,0
lucu,funny,1
beungeut waduk,Beungeut Reservoir,0
gas palestina,Palestinian gas,0
jewish israel,Jewish Israel,0
bahasa aduh israel ejek tahan hamas ejek teroris tanggung hisab,The language of Israel is a motorcycle on Hamas Hamas Terrorist Terrorist Terrorist,0
hidup damai mati pilih,Life of Peace Dead Choose,-1
israel aman rakyat palestina adil,Israel Safe Palestinians Just,1
tanda kiamat bukti islam bangun tidur ngeri,Signs of the Judgment of Evidence of Islam Waking up Horrified,0
organiasi hobi pakai warga sipil tameng hidup,Organizations of Hobbies to Use Civil Squares Life,0
baca janji mu hukum taurat keinsyafan hukum taurat durhaka lalim fasik dosa duniawi agama bunuh bapa bunuh bunuh cabul burit culik dusta makan sumpah ajar sehat dasar injil allah mulia maha bahagia percaya timotius,Read the promise of the law of the law of the law of the law of the law of the law of the Saldic Sins of Worldly Sins Killing the Father Killing the Burit Killing the Lies of the Dusta Eating Healthy Oath,1
raka terima kenyataanya pahit,Raka accept the reality bitter,-1
mimpi,dream,0
dukung harap belah sadar masingmasing korban,Support please make consciousness of each victim,-1
ajar asih balas balas yahudi yesus ketturunan yahudi murid yesus turun yahudi berfikir,"Teaching Asih, Jesus Jewish Reply to Jesus' Jesus Discipline of Jewish Thinking",0
anak palestina sipil senjata tewas hamas lepas sandera israel henti bunuh hamas israel genosida,Palestinian Children of Weapons Killed Hamas Hamas Removing Israeli Hostages Real Killing Hamas Israeli Genosida,0
qatar gencat senjata menteri negeri qatar gencat senjata israel jam tahan bebas durasi gencat senjata tingkat tahap janji,Qatar Family Weapons Minister of State Qatar intense Israeli Weapons Hours of Free Dure Duration,1
palestina negara israel negara wilayah asai mandat inggris wilayah kuasa palestinasaat yahudi minoritas zionis eropa kacau,Palestine Israel State of the State of Asai British Mandate British Palestinas Power of Authority of European Zionist Jewish Minority,0
palestina israel hidup damping damai negara,Israeli Palestine lives in the state of peace,0
krisis politik pimpin palestina israel ganti pimpin beda pandang prioritas pihakpihak kait sulit implementasi janji,The political crisis of the Israeli Palestinian leadership changing the priority of the priority views,0
laksana hasil harap tantang laksana utama internal palestina israel,"Like the results, please challenge the main internal Palestinian Israel",1
nama palestina jajah khalifah nama palestina ubah nama palestina romawi perang israel israel usir sejarah bungkam samaria yudea tancap peta,Palestinian name Jajah Khalifah Name of Palestine Change the name of the Roman Palestinian Israeli War Israeli Increasing History,0
gas palestina israel perang agama bilang oot percaya yahudi kutuk zionis kejam zionis yahudi,Palestinian Gas Israel Religious War says OOT believes Jews are cruel Zionist Zionist Zionists,-1
percaya atur gencat senjata palestina israel patuh israel pilih amp pilih amp,Believe Arrange the Israeli Israeli Palestinian Weapon,0
percaya atur gencat senjata palestina israel patuh israel pilih amp pilih amp,Believe Arrange the Israeli Israeli Palestinian Weapon,0
kisah heroik bocah palestina tentara israel ketar ketir konflik palestina israel bertahun tahun ,The heroic story of the Palestinian boy of Israeli army Ketar Ketar Israeli Palestinian Conflict for many years,1
beda muka palestina israel miripmirip jir,Different faces of Palestinians Israel are similar to jir.,0
negara israel gak daftar pbb israel raja yehuda israel kasih palestina resmi diakui pbb sesuai mandat kolonial inggris ambil agama sejarah,The state of Israel does not list the UN Israel Raja Judah Israel Palestinian Love is officially recognized by the United Nations according to the British colonial mandate to take historical religion,1
anak bayi wanita tua jurnalis bunuh hamas israel negara milik palestina ambil paksa,Baby Girls Old Girl Journalist Killing Hamas Israel State owned by Palestine Take Forcibly,1
salah syarat gencat senjata palestina israel edar lini sesuai prediksi kuasa wilayah,One of the requirements of the Israeli Palestinian Weapon Circular Line in accordance with the prediction of regional power,0
genjatan senjata manusia palestina israel gaza henti tindak militer tentara duduk israel wilayah gaza truk bantu manusia medis bahan bakar wilayah gaza,Palestinian human weapons parallelon Gaza stops military actions Situ Sitting Israel Gaza Trucks Help Medical Humans Fuel Gaza region,-1
martabat muslim taat patuh terhadal allah rosululloh taat amerika israel lawan usir zionis yahudi tanah palestina segenap kuat politik senjata,The dignity of Muslims obedient to Allah's American Rosululloh of America Israel opponents from the Palestinian Jewish Zionist Increases in all strong weapons politics,1
lapor pbb michael lynk yahudi palestina kendali israel israel negara yahudi ras etnis,Reporting United Nations Michael Lynk Palestinian Jewish Israeli Control of Jewish State Ethnic Race,0
pikir mu sempit bela empati juang rakyat palestina keji amerika sekutu israel laknat islam kristen wajib bela juang,thought your narrow mind defending the American American Palestinian Empathy Empathy Empitiated Israelitic Allies,-1
kemarin buka tiktok komentar sbagian prokrna klhiran yesus betlehemdn ira tanah israel mkannya sbgaian propdahal tanah palestina rebut kuasa krajaan sia israel baca sejarah,"Yesterday opened the comment on the comments of the Prokrna Kliran Jesus Bethlehemdn Ira Israeli land, but in the Palestinian land propdahal for the power of the Kerahasa Israel",0
akses ruang tanah warga palestina rampas mukim infrastruktur israel daerah palestina tepi barat tembok isolasi segregasi palestina israel,Palestinian Land Access Palestinians Rampas Mukim Israel Infrastructure Palestinian Region of West Bank Isolation Palestinian Segregation Israel,0
paok logical fallacynya kencang dukung opressor palestina banting israel israel langgar hukum internasional heboh bukti hamas gaza disertain israel tara rekayasa,Paok Logical Fallacy Supports Palestinian Opressor Banting Israel Israel International Law International Law Evidence Hamas Gaza Declared Israel Tara Engineering,1
hamas israel gencat senjata manusia gaza mediasi qatar sepakat cakup bebas warga israel tahan gaza imbal bebas warga palestina penjara israel,Hamas Israel Family Weapons of Gaza Mediation Qatar Agree on Free Israeli Citizens Resistant to Gaza Free Palestinians Israeli Prison,1
istirahat hamas israel gencat senjata manusia gaza mediasi qatar sepakat cakup bebas warga israel tahan gaza imbal bebas warga palestina penjara israel,Hamas resting Israel Family Weapons of Gaza Mediation Qatar agreed that the free Israeli citizens were resistant to Gaza Free Palestinians Israel,1
bela palestina tanah arab syiah iran sunni dukung as israel hidup makmur sunni syiah lemah dukung palestina,Bela Palestine Arab Land Iran Sunni Supports As Israel Life Makmur Sunni Shiite Weak Support Palestine,-1
gencat senjata gaza henti perang regional perang regional poros lawan nilai as israel niat perang gaza batas nilai eskalasi regional hindar hasan illaik,The incessant weapon of Gaza Stops Regional War Regional War Regional Axis opponents Israel the intention of the Gaza War intentions,0
isis bentuk amerika israel hamas juang palestina juang palestina,ISIS American Form Israel Hamas Juang Palestinian Juang Palestinian Fighting,0
warga palestina anak bunuh oktober gencat senjata syarat hamas bebas tawan israel kondisi rumah sakit gaza,Palestinians Kill October Children Firut Hamas Terms Free of Israeli Hamas,1
genjatan senjata hamas israel kalah hamas bebasin sandra asalakan israel genjatan senjata bela palestina imbang berita israel serang israel serang,Hamas Israeli Weapons Lose Hamas Free Sandra As long as Israeli Palestinian Defending Weapons Drained Israeli News of Israeli Serang,1
gblook palestina anak pinak generasi next palestinian alas idf israel bunuh anak palestina wanita next palestinian,GBLOOK Palestine Children Pinak Generation Next Palestinian Alas Idf Israel Kill Palestinian Children Next Palestinian,-1
gblook palestina anak pinak generasi next palestinian alas idf israel bunuh anak palestina wanita next palestinian blok ethnic cleansing,GBLOOK Palestine Children Pinak Next Generation Palestinian Alas Idf Israel Kill Palestinian Children Next Palestinian Block Ethnic Cleansing,-1
tuntut gencat senjata manusia permanen henti musuh palestina israel,Demands the permanent human weapons to stop the enemy of Palestinians Israel,0
kecam tindak keras target warga sipil palestina israel jahat perang tuntut bebas syarat warga sipil tahan ilegal,The crisp acts of the target of Palestinian civilians of Israel Evil War Demanded Free Conditions Civilians Resistant Illegal,-1
netanyahu dihukun mati israel hukum jahat perang wilayah ambil palestina lucut senjata kasih kendor,Netanyahu was benth to death Israel the evil law of the regional war took Palestine Lucut weapons of loose love,-1
perang palestina israel tarik ajar sejarah bangsa yahudi kunci menang inggris sekutu perang dunia berkat temu ilmuwan yahudi senjata militer kuat,Israeli Palestinian War Tug of Teaching History of the Jewish Nation The key to winning the British allies of the World War thanks to the meeting of Jewish scientists of strong military weapons,1
anggap palestina israel peperangan perangtapi genosida,Think of Palestine Israel War Warliktapi Genocide,0
palestina israel menyerahjadi palestina bangun negara palestina korea utara nyaman iran warga palestina warga palestina israel rampas tanah palestina negara israel,Palestine Israel surrendered to Palestinians of Building North Korea's Palestinian State Comfortable Iran Palestinians of Palestinians Israelis Rampas Palestinian Land of Israeli State,1
senang hamas serang israel tewas mental senang israel serang warga palestina tewas mental,Happy Hamas Serang Israel Killed Mental Happy Israel Serang Palestinians Mental Killed,1
damai palestina israel serah capai gencat senjata sepakat capai kota qatar doha sepakat,Peace Palestine Israel Handover Take A Fired Weapon Agreeing to Reach the City of Qatar Doha agreed,0
fix dukung hamas teroris palestina tepi barat jalur gaza perang hamas israel hamas kuasa gaza partai menang,Fix Supports Hamas Palestinian Terrorists in the West Bank of Gaza Hamas Israel Hamas Hamas Power of Attorney Gaza Party Wins,1
yaman rilis rekam tangkap kapal israel kemarin barat israel bunuh warga palestina minyak tutup selat kanal cepat timbang,Yemen released the record of the arrest of Israeli ship yesterday western Israel killed Palestinians Oil CLOSE CLOSE The channel channel quickly weigh,1
anjing gonggong sejarah palestina israel yahudi mending diam nimbrung anjing,Palestinian History Gonggong Dog Jewish Jewish Default Silence Nimbrung Dog,0
happy ulang kakak tya sehat lancar rejeki lancar urus palestina israel cepat selesai damai,happy re -sister tya healthy smoothly fortune smoothly urus palestine Israel quickly completed peace,1
prabowo subianto sikap kait panas konflik palestina israel kompas televisi,Prabowo Subianto Attitude of the Hot Palestinian Conflict Israel Television Kompas Conflict,1
prabowo subianto sikap kait panas konflik palestina israel kompas televisi,Prabowo Subianto Attitude of the Hot Palestinian Conflict Israel Television Kompas Conflict,1
prabowo subianto sikap kait panas konflik palestina israel kompas televisi,Prabowo Subianto Attitude of the Hot Palestinian Conflict Israel Television Kompas Conflict,1
erdogan netanyahu bom atom bom nuklir ancam milik pergi israel negara terorisme isolasi arena internasional,Erdogan Netanyahu Nuclear Bomb Bomb Threatens Owned Israel Terrorism State Isolation of International Arena,0
inggris limpah duduk ajar palestina israel terima masyarakat beban negeri cinta,Britain Abundant Sitting Teaching Palestine Israel Receive Community The burden of the country of Love,1
